# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=6][T/m^n] polynom_b[n=8][T/m^n] polynom_b[n=10][T/m^n] polynom_b[n=12][T/m^n] polynom_b[n=14][T/m^n] 
+2.1970000000000002e+02 -7.7542694826877743e-06 -1.9491297169169943e-02 +4.8740923502055608e+01 -7.0368906877561589e+05 +5.0488183814529305e+09 -1.8679669830322957e+13 +3.4492792231111856e+16 -2.5077030830249869e+19 
+2.1980000000000001e+02 -7.7405483517114302e-06 -1.9492052169500292e-02 +5.2070334777222058e+01 -7.5726206526489393e+05 +5.4758246184456625e+09 -2.0428020249052688e+13 +3.8002546077191264e+16 -2.7804417302794015e+19 
+2.1990000000000001e+02 -7.7268272207547050e-06 -1.9492807164133801e-02 +5.5399745776892566e+01 -8.1083505671236105e+05 +5.9028308112814589e+09 -2.2176370468691801e+13 +4.1512299477442128e+16 -3.0531803382803587e+19 
+2.2000000000000000e+02 -7.7131060898633843e-06 -1.9493562140271703e-02 +5.8729155900498718e+01 -8.6440803237055684e+05 +6.3298368674170094e+09 -2.3924720077479223e+13 +4.5022051519522976e+16 -3.3259188273936577e+19 
+2.2010000000000002e+02 -7.7011696005571731e-06 -1.9262287257068751e-02 +5.4493675041254185e+01 -8.2004497188191093e+05 +6.1371462289685202e+09 -2.3678609474844527e+13 +4.5499901916383192e+16 -3.4376848187246440e+19 
+2.2020000000000002e+02 -7.6892331112581226e-06 -1.9031012371312470e-02 +5.0258194039211908e+01 -7.7568190849132591e+05 +5.9444555630303631e+09 -2.3432498740508477e+13 +4.5977752003739480e+16 -3.5494507817159627e+19 
+2.2030000000000001e+02 -7.6772966218473469e-06 -1.8799737520731937e-02 +4.6022714830331623e+01 -7.3131887919582287e+05 +5.7517652045742598e+09 -2.3186389425067957e+13 +4.6455605328913208e+16 -3.6612170342637048e+19 
+2.2040000000000001e+02 -7.6653601326370536e-06 -1.8568462609139955e-02 +4.1787232578806588e+01 -6.8695579292632907e+05 +5.5590743380636358e+09 -2.2940277785336695e+13 +4.6933453386268504e+16 -3.7729828183026360e+19 
+2.2050000000000000e+02 -7.6534236433493975e-06 -1.8337187720951408e-02 +3.7551751489662486e+01 -6.4259272835745069e+05 +5.3663836646152048e+09 -2.2694167027199344e+13 +4.7411303438630368e+16 -3.8847487795462545e+19 
+2.2060000000000002e+02 -7.6414871540134926e-06 -1.8105912847378884e-02 +3.3316271127407411e+01 -5.9822967737597891e+05 +5.1736931121949635e+09 -2.2448056822352504e+13 +4.7889154744389584e+16 -3.9965148522300785e+19 
+2.2070000000000002e+02 -7.6295506647304968e-06 -1.7874637958569674e-02 +2.9080790035956738e+01 -5.5386661316985765e+05 +4.9810024448149538e+09 -2.2201946102387164e+13 +4.8367004902593752e+16 -4.1082808243183772e+19 
+2.2080000000000001e+02 -7.6176141754603234e-06 -1.7643363064426661e-02 +2.4845308625987691e+01 -5.0950354225007212e+05 +4.7883117123254967e+09 -2.1955835065292723e+13 +4.8844854306305616e+16 -4.2200467266590261e+19 
+2.2090000000000001e+02 -7.6056776861392061e-06 -1.7412088185960174e-02 +2.0609828007405653e+01 -4.6514048631027219e+05 +4.5956211146480169e+09 -2.1709724649728508e+13 +4.9322705127884392e+16 -4.3318127558031892e+19 
+2.2100000000000000e+02 -7.5937411968137570e-06 -1.7180813309342322e-02 +1.6374347499413584e+01 -4.2077743269736046e+05 +4.4029305394887552e+09 -2.1463614343631641e+13 +4.9800556209467640e+16 -4.4435788089490711e+19 
+2.2110000000000002e+02 -7.5813340924958092e-06 -1.7111179794946686e-02 +1.6219371310822758e+01 -4.1420952481425338e+05 +4.3553849835479889e+09 -2.1366696808267930e+13 +4.9898240258886160e+16 -4.4805711810693087e+19 
+2.2120000000000002e+02 -7.5689269881250692e-06 -1.7041546296730471e-02 +1.6064395933229683e+01 -4.0764163217817148e+05 +4.3078395640078945e+09 -2.1269779898563402e+13 +4.9995925729399576e+16 -4.5175636798095163e+19 
+2.2130000000000001e+02 -7.5565198838363805e-06 -1.6971912772712629e-02 +1.5909419242169600e+01 -4.0107371459704358e+05 +4.2602939197171822e+09 -2.1172861952533176e+13 +5.0093608836596376e+16 -4.5545559673115877e+19 
+2.2140000000000001e+02 -7.5441127794664663e-06 -1.6902279274746124e-02 +1.5754443893626826e+01 -3.9450582272197533e+05 +4.2127485083839192e+09 -2.1075945085334543e+13 +5.0191294412290976e+16 -4.5915484760402149e+19 
+2.2150000000000000e+02 -7.5317056751724074e-06 -1.6832645752190980e-02 +1.5599467270618936e+01 -3.8793790635712701e+05 +4.1652028745908232e+09 -2.0979027186206500e+13 +5.0288977623928656e+16 -4.6285407727067931e+19 
+2.2160000000000002e+02 -7.5192985708920721e-06 -1.6763012226346238e-02 +1.5444490509653543e+01 -3.8136998772586911e+05 +4.1176572225438538e+09 -2.0882109210068508e+13 +5.0386660672121568e+16 -4.6655330556013330e+19 
+2.2170000000000002e+02 -7.5068914665111635e-06 -1.6693378731753434e-02 +1.5289515331285639e+01 -3.7480209907756076e+05 +4.0701118403315644e+09 -2.0785192477549809e+13 +5.0484346556013528e+16 -4.7025255919740666e+19 
+2.2180000000000001e+02 -7.4944843621901265e-06 -1.6623745217915813e-02 +1.5134539157244740e+01 -3.6823419128742791e+05 +4.0225662840151882e+09 -2.0688274936177020e+13 +5.0582030584038512e+16 -4.7395179616270303e+19 
+2.2190000000000001e+02 -7.4820772577767452e-06 -1.6554111732164600e-02 +1.4979564386483622e+01 -3.6166630983495741e+05 +3.9750209630927186e+09 -2.0591358473935762e+13 +5.0679717062348592e+16 -4.7765105495594877e+19 
+2.2200000000000000e+02 -7.4696701535321547e-06 -1.6484478195763656e-02 +1.4824587110783849e+01 -3.5509838172940601e+05 +3.9274752276928358e+09 -2.0494440120584805e+13 +5.0777399263201136e+16 -4.8135027576513094e+19 
+2.2210000000000002e+02 -7.4583825360989459e-06 -1.6317269060039195e-02 +9.8178041565647067e+00 -2.3808682775142216e+05 +2.7173035619853568e+09 -1.4408593488909861e+13 +3.6105412430881920e+16 -3.4535742320096158e+19 
+2.2220000000000002e+02 -7.4470949186757712e-06 -1.6150059921032914e-02 +4.8110210327243390e+00 -1.2107527053050594e+05 +1.5071318669617958e+09 -8.3227467218028447e+12 +2.1433425289344872e+16 -2.0936456787064476e+19 
+2.2230000000000001e+02 -7.4358073012729260e-06 -1.5982850776023773e-02 -1.9576238169235793e-01 -4.0637080120178734e+03 +2.9696012579578054e+08 -2.2368997479014346e+12 +6.7614376875101190e+15 -7.3371708511020657e+18 
+2.2240000000000001e+02 -7.4245196838768478e-06 -1.5815641628262364e-02 -5.2025459619342334e+00 +1.1294785804604922e+05 -9.1321165009904492e+08 +3.8489473968446230e+12 -7.9105503241994990e+15 +6.2621154664354673e+18 
+2.2250000000000000e+02 -7.4132320664551240e-06 -1.5648432488808782e-02 -1.0209329108339640e+01 +2.2995941569513874e+05 -2.1233833489902642e+09 +9.9347941818546562e+12 -2.2582537506737792e+16 +1.9861401036269314e+19 
+2.2260000000000002e+02 -7.4019444490716183e-06 -1.5481223338262379e-02 -1.5216112791869239e+01 +3.4697098319984559e+05 -3.3335551344667802e+09 +1.6020641358476797e+13 -3.7254525568822928e+16 +3.3460687382615732e+19 
+2.2270000000000002e+02 -7.3906568316142649e-06 -1.5314014208917067e-02 -2.0222895459255540e+01 +4.6398253221995768e+05 -4.5437267587117414e+09 +2.2106487810220902e+13 -5.1926512010998808e+16 +4.7059972304865894e+19 
+2.2280000000000001e+02 -7.3793692142286578e-06 -1.5146805058748488e-02 -2.5229679128464301e+01 +5.8099409948347311e+05 -5.7538985420632992e+09 +2.8192334976806680e+13 -6.6598500049198184e+16 +6.0659258628813259e+19 
+2.2290000000000001e+02 -7.3680815968924682e-06 -1.4979595893325990e-02 -3.0236463569035006e+01 +6.9800568135900865e+05 -6.9640704569554577e+09 +3.4278182749888230e+13 -8.1270489470916672e+16 +7.4258546189960708e+19 
+2.2300000000000000e+02 -7.3567939793524147e-06 -1.4812386789828016e-02 -3.5243244925101230e+01 +8.1501720552420069e+05 -8.1742418575312538e+09 +4.0364028171068602e+13 -9.5942473564039904e+16 +8.7857829013222343e+19 
+2.2310000000000002e+02 -7.3434074823256898e-06 -1.4809622532881973e-02 -3.1612100464182877e+01 +7.2415793770498259e+05 -7.1780512928873177e+09 +3.5136868846641043e+13 -8.2945453719371488e+16 +7.5532351690871964e+19 
+2.2320000000000002e+02 -7.3300209852905377e-06 -1.4806858278702465e-02 -2.7980955859365306e+01 +6.3329866712075728e+05 -6.1818607031646929e+09 +2.9909709406126492e+13 -6.9948433609375184e+16 +6.3206874131070894e+19 
+2.2330000000000001e+02 -7.3166344882497656e-06 -1.4804094026522430e-02 -2.4349811144400814e+01 +5.4243939432071196e+05 -5.1856700925749865e+09 +2.4682549865951387e+13 -5.6951413265508408e+16 +5.0881396357213446e+19 
+2.2340000000000001e+02 -7.3032479911158359e-06 -1.4801329801992898e-02 -2.0718665074492293e+01 +4.5158009647861402e+05 -4.1894792609266887e+09 +1.9455389322586965e+13 -4.3954390662901552e+16 +3.8555916585415229e+19 
+2.2350000000000000e+02 -7.2898614940255657e-06 -1.4798565564616067e-02 -1.7087519630750013e+01 +3.6072081016743463e+05 -3.1932885308074937e+09 +1.4228229239112092e+13 -3.0957369094306188e+16 +2.6230437727247348e+19 
+2.2360000000000002e+02 -7.2764749969763444e-06 -1.4795801314452227e-02 -1.3456374834149083e+01 +2.6986153609769873e+05 -2.1970979106590095e+09 +9.0010696615676250e+12 -1.7960348677393258e+16 +1.3904959896957917e+19 
+2.2370000000000002e+02 -7.2630884999437275e-06 -1.4793037059602155e-02 -9.8252302579513415e+00 +1.7900226596593214e+05 -1.2009073243043954e+09 +3.7739102337638521e+12 -4.9633285908202890e+15 +1.5794823537710408e+18 
+2.2380000000000001e+02 -7.2497020028159999e-06 -1.4790272832903807e-02 -6.1940843056667880e+00 +8.8142970457739066e+04 -2.0471651438416299e+08 -1.4532502068138076e+12 +8.0336937724983850e+15 -1.0745997200484233e+19 
+2.2390000000000001e+02 -7.2363155057703124e-06 -1.4787508582021059e-02 -2.5629395323829951e+00 -2.7163033497262377e+03 +7.9147410462838829e+08 -6.6804097835494678e+12 +2.1030714195692404e+16 -2.3071475042354647e+19 
+2.2400000000000000e+02 -7.2229290086646431e-06 -1.4784744349203790e-02 +1.0682061342145901e+00 -9.3575593770556996e+04 +1.7876648709564393e+09 -1.1907570031073467e+13 +3.4027736133122028e+16 -3.5396954226356613e+19 
+2.2410000000000002e+02 -7.2111099749231578e-06 -1.4733645177354556e-02 +1.7481756151947598e+00 -1.0399809334024810e+05 +1.8671769520562460e+09 -1.2207976044562359e+13 +3.4553872687077276e+16 -3.5726554218282328e+19 
+2.2420000000000002e+02 -7.1992909410566215e-06 -1.4682546042419628e-02 +2.4281469022650590e+00 -1.1442062629205231e+05 +1.9466893280491247e+09 -1.2508383397622160e+13 +3.5080012260342904e+16 -3.6056156883699839e+19 
+2.2430000000000001e+02 -7.1874719073290783e-06 -1.4631446865805761e-02 +3.1081161278787146e+00 -1.2484312084025588e+05 +2.0262013627626493e+09 -1.2808789193182246e+13 +3.5606148310052684e+16 -3.6385756419688530e+19 
+2.2440000000000001e+02 -7.1756528734960803e-06 -1.4580347721471905e-02 +3.7880869730938307e+00 -1.3526564587727268e+05 +2.1057136705762110e+09 -1.3109196242856559e+13 +3.6132287211147328e+16 -3.6715358498480812e+19 
+2.2450000000000000e+02 -7.1638338397475857e-06 -1.4529248551302656e-02 +4.4680565250717867e+00 -1.4568814662779754e+05 +2.1852257613228126e+09 -1.3409602297640518e+13 +3.6658423853989048e+16 -3.7044958566298624e+19 
+2.2460000000000002e+02 -7.1520148059302401e-06 -1.4478149402606128e-02 +5.1480271629062564e+00 -1.5611066789303793e+05 +2.2647380361342468e+09 -1.3710009198282676e+13 +3.7184562420423640e+16 -3.7374560349465190e+19 
+2.2470000000000002e+02 -7.1401957721619825e-06 -1.4427050238180606e-02 +5.8279969916184626e+00 -1.6653317368863596e+05 +2.3442501709177465e+09 -1.4010415451045498e+13 +3.7710699505516288e+16 -3.7704160805846286e+19 
+2.2480000000000001e+02 -7.1283767383522136e-06 -1.4375951086804185e-02 +6.5079674861072263e+00 -1.7695569216265035e+05 +2.4237624202318435e+09 -1.4310822233176996e+13 +3.8236837800406952e+16 -3.8033762345617252e+19 
+2.2490000000000001e+02 -7.1165577045501653e-06 -1.4324851932638317e-02 +7.1879378259572499e+00 -1.8737820752553991e+05 +2.5032746403212481e+09 -1.4611228876224248e+13 +3.8762975770158360e+16 -3.8363363588920304e+19 
+2.2500000000000000e+02 -7.1047386708151487e-06 -1.4273752757826228e-02 +7.8679071254159538e+00 -1.9780070323917165e+05 +2.5827866839532576e+09 -1.4911634707275434e+13 +3.9289111890580456e+16 -3.8692963180667576e+19 
+2.2510000000000002e+02 -7.0927235183004924e-06 -1.4268705962080040e-02 +9.1319453202031848e+00 -1.9451432525777983e+05 +2.3757116940784569e+09 -1.3368911151882096e+13 +3.4795328854894444e+16 -3.4032436768449085e+19 
+2.2520000000000002e+02 -7.0807083656459969e-06 -1.4263659208540521e-02 +1.0395985609842386e+01 -1.9122798638506225e+05 +2.1686370522409048e+09 -1.1826189186427504e+13 +3.0301549418846332e+16 -2.9371913555079680e+19 
+2.2530000000000001e+02 -7.0686932130962539e-06 -1.4258612423130852e-02 +1.1660024307772456e+01 -1.8794161765182385e+05 +1.9615621436371524e+09 -1.0283465998476289e+13 +2.5807767207887936e+16 -2.4711387870424719e+19 
+2.2540000000000001e+02 -7.0566780605926674e-06 -1.4253565624035274e-02 +1.2924062337002999e+01 -1.8465523660237482e+05 +1.7544871266855865e+09 -8.7407423204075586e+12 +2.1313983896621556e+16 -2.0050861215060906e+19 
+2.2550000000000000e+02 -7.0446629080317978e-06 -1.4248518842032853e-02 +1.4188101207775297e+01 -1.8136887116416474e+05 +1.5474122479503787e+09 -7.1980192710863076e+12 +1.6820202003820234e+16 -1.5390335816463294e+19 
+2.2560000000000002e+02 -7.0326477553946326e-06 -1.4243472082699630e-02 +1.5452141190688145e+01 -1.7808252630244085e+05 +1.3403375510215571e+09 -5.6552970474727305e+12 +1.2326421971397734e+16 -1.0729812064389632e+19 
+2.2570000000000002e+02 -7.0206326028378889e-06 -1.4238425300507739e-02 +1.6716180086262238e+01 -1.7479616178201037e+05 +1.1332626834905877e+09 -4.1125740601307603e+12 +7.8326402384581990e+15 -6.0692868220331213e+18 
+2.2580000000000001e+02 -7.0086174503250155e-06 -1.4233378503761485e-02 +1.7980218212963447e+01 -1.7150978225827104e+05 +9.2618767796184874e+08 -2.5698504260641123e+12 +3.3388570112593275e+15 -1.4087602296518758e+18 
+2.2590000000000001e+02 -6.9966022977440569e-06 -1.4228331727735915e-02 +1.9244257378667228e+01 -1.6822342231305339e+05 +7.1911284806924844e+08 -1.0271275998482999e+12 -1.1549243762979255e+15 +3.2517647197627633e+18 
+2.2600000000000000e+02 -6.9845871451895434e-06 -1.4223284944122427e-02 +2.0508296177803071e+01 -1.6493705563371122e+05 +5.1203795885849476e+08 +5.1559549551102777e+11 -5.6487063703482280e+15 +7.9122902063592694e+18 
+2.2610000000000002e+02 -6.9739550644974007e-06 -1.3997000975917794e-02 +1.4356873046212208e+01 -7.1944037163724948e+04 -1.8527025075197566e+08 +3.2960246457305215e+12 -1.1320331127647454e+16 +1.2577075178746075e+19 
+2.2620000000000002e+02 -6.9633229837675820e-06 -1.3770717019723164e-02 +8.2054505290492035e+00 +2.1048969613423626e+04 -8.8257835492841160e+08 +6.0764533096921348e+12 -1.6991954776135900e+16 +1.7241859160276238e+19 
+2.2630000000000001e+02 -6.9526909030093335e-06 -1.3544433071833117e-02 +2.0540284154831241e+00 +1.1404196897023817e+05 -1.5798863938435917e+09 +8.8568816783162520e+12 -2.2663577761118224e+16 +2.1906642555962450e+19 
+2.2640000000000001e+02 -6.9420588223234377e-06 -1.3318149101642651e-02 -4.0973948214711955e+00 +2.0703498952844733e+05 -2.2771946229993467e+09 +1.1637310921665346e+13 -2.8335202736830304e+16 +2.6571427728299934e+19 
+2.2650000000000000e+02 -6.9314267416364044e-06 -1.3091865131825496e-02 -1.0248818036197346e+01 +3.0002800959542650e+05 -2.9745028471317492e+09 +1.4417740139340092e+13 -3.4006827648872044e+16 +3.1236212839665459e+19 
+2.2660000000000002e+02 -6.9207946609724916e-06 -1.2865581155405523e-02 -1.6400241565174795e+01 +3.9302103534918808e+05 -3.6718111206928825e+09 +1.7198169578736146e+13 -3.9678453055703040e+16 +3.5900998385652310e+19 
+2.2670000000000002e+02 -6.9101625801990558e-06 -1.2639297211877489e-02 -2.2551663470484105e+01 +4.8601403093380801e+05 -4.3691191268362923e+09 +1.9978597800546777e+13 -4.5350075713625728e+16 +4.0565781494605971e+19 
+2.2680000000000001e+02 -6.8995304995077306e-06 -1.2413013243506387e-02 -2.8703086609476209e+01 +5.7900704954796506e+05 -5.0664273378601923e+09 +2.2759026957942613e+13 -5.1021700488850624e+16 +4.5230566484366041e+19 
+2.2690000000000001e+02 -6.8888984187826476e-06 -1.2186729285109024e-02 -3.4854509259098428e+01 +6.7200005908657575e+05 -5.7637354684436016e+09 +2.5539455748790508e+13 -5.6693324435551520e+16 +4.9895350738624053e+19 
+2.2700000000000000e+02 -6.8782663381507697e-06 -1.1960445299307579e-02 -4.1005933246980518e+01 +7.6499309333215503e+05 -6.4610438171175461e+09 +2.8319885529783645e+13 -6.2364950613058848e+16 +5.4560136967551418e+19 
+2.2710000000000002e+02 -6.8672330866916592e-06 -1.2059608100604685e-02 -3.4214391692822616e+01 +6.5512189195923449e+05 -5.5785528281730995e+09 +2.4556863999778309e+13 -5.4223061645056040e+16 +4.7534476641861878e+19 
+2.2720000000000002e+02 -6.8561998352228696e-06 -1.2158770905362801e-02 -2.7422849946902581e+01 +5.4525068671947415e+05 -4.6960618028050919e+09 +2.0793842295981953e+13 -4.6081172269863816e+16 +4.0508815944172282e+19 
+2.2730000000000001e+02 -6.8451665837987433e-06 -1.2257933695434214e-02 -2.0631308971821536e+01 +4.3537949644487834e+05 -3.8135709145148349e+09 +1.7030821232393072e+13 -3.7939284369593232e+16 +3.3483156575749530e+19 
+2.2740000000000001e+02 -6.8341333324230630e-06 -1.2357096471878647e-02 -1.3839768638913645e+01 +3.2550831769398198e+05 -2.9310801256332445e+09 +1.3267800611675863e+13 -2.9797397451515152e+16 +2.6457498065256468e+19 
+2.2750000000000000e+02 -6.8231000810095991e-06 -1.2456259259367004e-02 -7.0482277703237530e+00 +2.1563712911202453e+05 -2.0485892504104097e+09 +9.5047796006441230e+12 -2.1655509657267788e+16 +1.9431838781625094e+19 
+2.2760000000000002e+02 -6.8120668295439572e-06 -1.2555422062488860e-02 -2.5668613042054428e-01 +1.0576592620270385e+05 -1.1660982482221017e+09 +5.7417580116553203e+12 -1.3513620558461844e+16 +1.2406178341672641e+19 
+2.2770000000000002e+02 -6.8010335781406755e-06 -1.2654584847494051e-02 +6.5348546355278510e+00 -4.1052607513833382e+03 -2.8360738548607117e+08 +1.9787370503453601e+12 -5.3717328632181220e+15 +5.3805191359877335e+18 
+2.2780000000000001e+02 -6.7900003266906138e-06 -1.2753747645927434e-02 +1.3326396045058100e+01 -1.1397645940887606e+05 +5.9888357927886963e+08 -1.7842843693918569e+12 +2.7701558558284870e+15 -1.6451409691697485e+18 
+2.2790000000000001e+02 -6.7789670752743014e-06 -1.2852910434963003e-02 +2.0117937013217439e+01 -2.2384765015507277e+05 +1.4813744758116395e+09 -5.5473054850877686e+12 +1.0912043900313476e+16 -8.6708004848327813e+18 
+2.2800000000000000e+02 -6.7679338238997637e-06 -1.2952073210118289e-02 +2.6909477249866811e+01 -3.3371882666950137e+05 +2.3638652418148475e+09 -9.3103259906155723e+12 +1.9053930538157672e+16 -1.5696458732119603e+19 
+2.2810000000000002e+02 -6.7569649487563379e-06 -1.2866933833350160e-02 +2.6045210926338211e+01 -3.2713969795610243e+05 +2.3541780498574939e+09 -9.3919177946237832e+12 +1.9410788494004264e+16 -1.6116699323403962e+19 
+2.2820000000000002e+02 -6.7459960736125293e-06 -1.2781794456152967e-02 +2.5180944563738962e+01 -3.2056056828078005e+05 +2.3444908478152671e+09 -9.4735095472359961e+12 +1.9767646324002824e+16 -1.6536939796065894e+19 
+2.2830000000000001e+02 -6.7350271984557263e-06 -1.2696655083270381e-02 +2.4316678428320898e+01 -3.1398144302033173e+05 +2.3348036862214975e+09 -9.5551014887507734e+12 +2.0124504589143344e+16 -1.6957180660841542e+19 
+2.2840000000000001e+02 -6.7240583233458590e-06 -1.2611515695887454e-02 +2.3452411561976675e+01 -3.0740230396173574e+05 +2.3251164007989640e+09 -9.6366928608418574e+12 +2.0481361558248892e+16 -1.7377420368851671e+19 
+2.2850000000000000e+02 -6.7130894481582791e-06 -1.2526376332214291e-02 +2.2588145880925826e+01 -3.0082318714624242e+05 +2.3154293140995660e+09 -9.7182851435489492e+12 +2.0838220594094636e+16 -1.7797661917218087e+19 
+2.2860000000000002e+02 -6.7021205730724659e-06 -1.2441236937855137e-02 +2.1723878677787031e+01 -2.9424404192942841e+05 +2.3057419747594018e+09 -9.7998762725438965e+12 +2.1195077018752892e+16 -1.8217901145764522e+19 
+2.2870000000000002e+02 -6.6911516979423919e-06 -1.2356097556412746e-02 +2.0859612100583529e+01 -2.8766490819103079e+05 +2.2960547361608987e+09 -9.8814678566934902e+12 +2.1551934464641208e+16 -1.8638141275084534e+19 
